tconst,primaryTitle,startYear,averageRating,numVotes,qid,pagerank,imdb_rank,pagerank_rank
tt0083922,Fanny and Alexander,1982,8.1,71576,Q165651,0.0031392869537161,292.0,92.0
tt3322420,Queen,2013,8.1,71571,Q15907466,0.0035424091261949,293.0,72.0
tt2283748,OMG: Oh My God!,2012,8.1,71553,Q5306893,0.0017408711841428,294.0,250.0
tt1821480,Kahaani,2012,8.1,70222,Q219396,0.0020071811389147,295.0,201.0
tt0019254,The Passion of Joan of Arc,1928,8.1,68682,Q51520,0.0005493541537576,296.0,454.0
tt0015324,Sherlock Jr.,1924,8.1,66353,Q1569918,0.0005527587412011,297.0,453.0
tt0073707,Sholay,1975,8.1,63522,Q949228,0.0007918192958954,298.0,397.0
tt0070510,Paper Moon,1973,8.1,57885,Q603162,0.0032233018835088,299.0,89.0
tt26439764,Kantara: A Legend - Chapter 1,2025,8.1,57871,Q122021056,0.0012120334183232,300.0,324.0
tt0050783,Nights of Cabiria,1957,8.1,57309,Q18405,0.0018305267792935,301.0,231.0
tt0018455,Sunrise,1927,8.1,56866,Q431093,0.000505374279227,302.0,462.0
tt2140203,Wolf Children,2012,8.1,55362,Q1371768,0.0009287639800191,303.0,366.0
tt0074896,The Message,1976,8.1,54113,Q588464,0.0004529126130396,304.0,473.0
tt2991224,Tangerines,2013,8.1,51883,Q15712437,0.0009585553608189,305.0,361.0
tt1639426,Udaan,2010,8.1,50152,Q2402889,0.0022275567299368,306.0,180.0
tt0035446,To Be or Not to Be,1942,8.1,50056,Q704972,0.0012556630282717,307.0,317.0
tt0848228,The Avengers,2012,8.0,1565872,Q182218,0.0034488749881978,308.0,81.0
tt0120338,Titanic,1997,8.0,1401388,Q44578,0.0058721205911189,309.0,6.0
tt2015381,Guardians of the Galaxy,2014,8.0,1370677,Q5887360,0.0023120790915639,310.0,171.0
tt1431045,Deadpool,2016,8.0,1261006,Q19347291,0.0019664441011682,311.0,211.0
tt1160419,Dune: Part One,2021,8.0,1073904,Q60834962,0.002041202452533,312.0,195.0
tt3659388,The Martian,2015,8.0,1019778,Q18547944,0.0015406363114295,313.0,269.0
tt1663202,The Revenant,2015,8.0,954783,Q18002795,0.0028619779723583,314.0,114.0
tt0246578,Donnie Darko,2001,8.0,915007,Q426828,0.0004529126130396,315.0,474.0
tt1010048,Slumdog Millionaire,2008,8.0,912407,Q125076,0.0053649091825801,316.0,14.0
tt0317705,The Incredibles,2004,8.0,907887,Q213326,0.002420957533508,317.0,157.0
tt0947798,Black Swan,2010,8.0,892869,Q180214,0.0025065030869517,318.0,148.0
tt2084970,The Imitation Game,2014,8.0,881137,Q14918344,0.0012535154186574,319.0,320.0
tt0378194,Kill Bill: Vol. 2,2004,8.0,874364,Q928019,0.0017647714420184,320.0,248.0
tt0401792,Sin City,2005,8.0,822068,Q192115,0.001740024733124,321.0,251.0
tt3783958,La La Land,2016,8.0,769427,Q20856802,0.0051709971044635,322.0,18.0
tt1856101,Blade Runner 2049,2017,8.0,760098,Q21500755,0.0023276289527696,323.0,169.0
tt0381061,Casino Royale,2006,8.0,749549,Q151904,0.0020319011942811,324.0,196.0
tt0107048,Groundhog Day,1993,8.0,738188,Q488655,0.0004890824360653,325.0,467.0
tt1504320,The King's Speech,2010,8.0,734629,Q160060,0.0047458338037317,326.0,25.0
tt1798709,Her,2013,8.0,729924,Q788822,0.003052942501974,327.0,104.0
tt0758758,Into the Wild,2007,8.0,697297,Q269912,0.0006395815144019,328.0,437.0
tt0440963,The Bourne Ultimatum,2007,8.0,685927,Q107226,0.0012549281404124,329.0,318.0
tt0114746,12 Monkeys,1995,8.0,681505,Q175038,0.001830144449708,330.0,232.0
tt2948356,Zootopia,2016,8.0,643046,Q15270647,0.0016877160552566,331.0,255.0
tt0450259,Blood Diamond,2006,8.0,627977,Q74958,0.0004529126130396,332.0,475.0
tt0454921,The Pursuit of Happyness,2006,8.0,625752,Q220515,0.0008630774194088,333.0,385.0
tt0095953,Rain Man,1988,8.0,586696,Q188845,0.004324169245584,334.0,39.0
tt0101414,Beauty and the Beast,1991,8.0,507329,Q179673,0.0023334529617471,335.0,167.0
tt0103639,Aladdin,1992,8.0,502831,Q215518,0.0031067582368608,336.0,99.0
tt0093779,The Princess Bride,1987,8.0,488161,Q506418,0.0004529126130396,337.0,476.0
tt0091763,Platoon,1986,8.0,473764,Q190643,0.0038937810397731,338.0,55.0
tt2948372,Soul,2020,8.0,453149,Q64744044,0.0016038866133622,339.0,263.0
tt0079470,Monty Python's Life of Brian,1979,8.0,434777,Q24953,0.0007734695607581,340.0,400.0
tt0105323,Scent of a Woman,1992,8.0,373577,Q321561,0.0020033364599399,341.0,204.0
tt0175880,Magnolia,1999,8.0,351105,Q588420,0.0022413167827749,342.0,177.0
tt0099348,Dances with Wolves,1990,8.0,311544,Q20456,0.0040503606797583,343.0,46.0
tt0061722,The Graduate,1967,8.0,302786,Q217627,0.0021575569751523,344.0,184.0
tt0072890,Dog Day Afternoon,1975,8.0,292702,Q458656,0.0014918788488552,345.0,282.0
tt0245712,Amores Perros,2000,8.0,271873,Q474098,0.0017855409300241,346.0,240.0
tt3741834,Lion,2016,8.0,267642,Q23013699,0.000587879525063,347.0,446.0
tt0063522,Rosemary's Baby,1968,8.0,259370,Q607179,0.0006184830907375,348.0,438.0
tt0083987,Gandhi,1982,8.0,246450,Q202211,0.0044933292708466,349.0,34.0
tt1220719,Ip Man,2008,8.0,244327,Q573743,0.000659240733875,350.0,429.0
tt0064115,Butch Cassidy and the Sundance Kid,1969,8.0,238862,Q232000,0.0028358369708412,351.0,118.0
tt10366460,CODA,2021,8.0,230277,Q104686893,0.0024346192445175,352.0,156.0
tt0094625,Akira,1988,8.0,228892,Q1905968,0.0006438136068347,353.0,433.0
tt0063442,Planet of the Apes,1968,8.0,210304,Q59534,0.0006464303963769,354.0,430.0
tt0352248,Cinderella Man,2005,8.0,209951,Q647546,0.0005476759568571,355.0,456.0
tt0092067,Castle in the Sky,1986,8.0,199380,Q498577,0.0009101197821742,356.0,372.0
tt0087544,Nausicaä of the Valley of the Wind,1984,8.0,198188,Q8885676,0.0014374456185599,357.0,297.0
tt0061512,Cool Hand Luke,1967,8.0,196683,Q684150,0.0006173422143012,358.0,439.0
tt0118694,In the Mood for Love,2000,8.0,189892,Q1056853,0.0027558022297995,359.0,126.0
tt0102138,JFK,1991,8.0,182512,Q741823,0.0030326065769019,360.0,105.0
tt0072431,Young Frankenstein,1974,8.0,180905,Q651923,0.0016700636384012,361.0,256.0
tt0276919,Dogville,2003,8.0,168140,Q327681,0.0007437584921377,362.0,410.0
tt0032976,Rebecca,1940,8.0,161583,Q204212,0.0032595937306434,363.0,86.0
tt0046250,Roman Holiday,1953,8.0,158040,Q201293,0.000706703893932,364.0,418.0
tt0079944,Stalker,1979,8.0,156847,Q200437,0.0008890146356124,365.0,379.0
tt2631186,Baahubali: The Beginning,2015,8.0,155308,Q13897247,0.0020548944118496,366.0,194.0
tt0070511,Papillon,1973,8.0,146260,Q596965,0.0006958051777348,367.0,421.0
tt0060827,Persona,1966,8.0,141282,Q695255,0.0013527347332629,368.0,304.0
tt0338564,Infernal Affairs,2002,8.0,138732,Q714057,0.001976513015279,369.0,208.0
tt0053198,The 400 Blows,1959,8.0,135022,Q162331,0.0010310642871111,370.0,350.0
tt0056801,8½,1963,8.0,133191,Q12018,0.002337122268852,371.0,166.0
tt8613070,Portrait of a Lady on Fire,2019,8.0,128801,Q63246568,0.0016205503728018,372.0,261.0
tt0156887,Perfect Blue,1997,8.0,124561,Q1205051,0.0006024311073871,373.0,442.0
tt0861739,Elite Squad,2007,8.0,120167,Q282781,0.0008886448935688,374.0,380.0
tt0401383,The Diving Bell and the Butterfly,2007,8.0,113011,Q472600,0.0022712350715804,375.0,175.0
tt0166896,The Straight Story,1999,8.0,108790,Q1139454,0.0010425189003162,376.0,347.0
tt0048424,The Night of the Hunter,1955,8.0,108445,Q1132629,0.0005018302339985,377.0,463.0
tt0808417,Persepolis,2007,8.0,106585,Q477965,0.0023708869058006,378.0,160.0
tt0117666,Sling Blade,1996,8.0,104331,Q2264347,0.0005637978562566,379.0,450.0
tt0154420,The Celebration,1998,8.0,100297,Q841958,0.0012514959702013,380.0,321.0
tt1555149,Elite Squad 2: The Enemy Within,2010,8.0,92567,Q142695,0.0006411187746342,381.0,435.0
tt0374546,"Spring, Summer, Fall, Winter... and Spring",2003,8.0,91150,Q494871,0.0008963393882358,382.0,375.0
tt0084503,Pink Floyd: The Wall,1982,8.0,90201,Q213683,0.0004529126130396,383.0,477.0
tt0053779,La Dolce Vita,1960,8.0,86160,Q18407,0.0021309054688239,384.0,186.0
tt0112870,Dilwale Dulhania Le Jayenge,1995,8.0,86151,Q849343,0.0027132070910697,385.0,130.0
tt0061184,Who's Afraid of Virginia Woolf?,1966,8.0,83377,Q325643,0.0014759368021385,386.0,287.0
tt10554232,Dara of Jasenovac,2020,8.0,82412,Q65195830,0.0004529126130396,387.0,478.0
tt0292490,Dil Chahta Hai,2001,8.0,80159,Q370313,0.001867813963338,388.0,222.0
tt0386032,Sicko,2007,8.0,78172,Q382882,0.0017779830922205,389.0,244.0
tt0052561,Anatomy of a Murder,1959,8.0,78124,Q488376,0.000639631969753,390.0,436.0
tt4169250,M.S. Dhoni: The Untold Story,2016,8.0,76632,Q18127580,0.0009252598650111,391.0,368.0
tt0010323,The Cabinet of Dr. Caligari,1920,8.0,76534,Q153886,0.0011876142274631,392.0,329.0
tt0120731,The Legend of 1900,1998,8.0,73934,Q1146711,0.0005128892353837,393.0,461.0
tt0047528,La Strada,1954,8.0,70124,Q18402,0.0031363190315679,394.0,94.0
tt1865505,Song of the Sea,2014,8.0,68591,Q17125101,0.0008779443711255,395.0,384.0
tt0056687,What Ever Happened to Baby Jane?,1962,8.0,68023,Q26644,0.0004529126130396,396.0,479.0
tt0062229,Le Samouraï,1967,8.0,66590,Q618499,0.0007463096876325,397.0,407.0
tt3612616,Mommy,2014,8.0,65865,Q16395232,0.0015181823990033,398.0,274.0
tt0114787,Underground,1995,8.0,64339,Q156516,0.0019174443787829,399.0,215.0
tt1185616,Waltz with Bashir,2008,8.0,62796,Q160793,0.0035003342949109,400.0,75.0
tt2377938,Special 26,2013,8.0,62643,Q7574449,0.0019094440169949,401.0,218.0
tt2576852,The Tale of The Princess Kaguya,2013,8.0,62544,Q888136,0.0018324241729943,402.0,230.0
tt3390572,Haider,2014,8.0,61363,Q15726236,0.0007441139469246,403.0,409.0
tt0060107,Andrei Rublev,1966,8.0,60830,Q503046,0.0008316072209956,404.0,391.0
tt0050613,Throne of Blood,1957,8.0,60541,Q257818,0.0010623063203481,405.0,344.0
tt4044364,Citizenfour,2014,8.0,60185,Q18218448,0.0023164403659953,406.0,170.0
tt2758880,Winter Sleep,2014,8.0,59160,Q15921329,0.001912376008352,407.0,217.0
tt1069238,Departures,2008,8.0,57645,Q1044598,0.002144927623058,408.0,185.0
tt0067328,The Last Picture Show,1971,8.0,57205,Q1218959,0.0031856435214946,409.0,91.0
tt0456144,Lage Raho Munna Bhai,2006,8.0,53672,Q980677,0.002677160997102,410.0,133.0
tt5571734,Pink,2016,8.0,52443,Q23647131,0.0015766554776457,411.0,266.0
tt0067093,Fiddler on the Roof,1971,8.0,52417,Q934036,0.0008941746244819,412.0,376.0
tt0140888,Central Station,1998,8.0,51078,Q1054036,0.0020876341959174,413.0,192.0
tt0117589,Secrets & Lies,1996,8.0,50546,Q391172,0.0027358922917434,414.0,128.0
tt0499549,Avatar,2009,7.9,1506307,Q24871,0.0055105145633819,415.0,12.0
tt0371746,Iron Man,2008,7.9,1232326,Q192724,0.0023693658403778,416.0,162.0
tt3501632,Thor: Ragnarok,2017,7.9,901054,Q22665878,0.0010318208444215,417.0,349.0
tt8946378,Knives Out,2019,7.9,883505,Q57982486,0.0014396304399688,418.0,296.0
tt2543164,Arrival,2016,7.9,870654,Q20382729,0.0014448144731709,419.0,295.0
tt0126029,Shrek,2001,7.9,815603,Q483815,0.002098114453988,420.0,189.0
tt1631867,Edge of Tomorrow,2014,7.9,809345,Q1187607,0.0011706810457165,421.0,331.0
tt1877832,X-Men: Days of Future Past,2014,7.9,790867,Q4985891,0.0015534495029998,422.0,267.0
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,7.9,771609,Q102448,0.0009736963176458,423.0,359.0
tt1136608,District 9,2009,7.9,754878,Q201819,0.0029511689133157,424.0,111.0
tt0454876,Life of Pi,2012,7.9,702701,Q152780,0.0019165019525993,425.0,216.0
tt0120363,Toy Story 2,1999,7.9,677971,Q187266,0.002020961634693,426.0,199.0
tt1727824,Bohemian Rhapsody,2018,7.9,650506,Q27894574,0.0034634877371701,427.0,78.0
tt0796366,Star Trek,2009,7.9,639579,Q213081,0.0012025152086224,428.0,325.0
tt1659337,The Perks of Being a Wallflower,2012,7.9,600896,Q675468,0.0014351213752043,429.0,298.0
tt0206634,Children of Men,2006,7.9,568657,Q221090,0.0019751832271554,430.0,209.0
tt0790636,Dallas Buyers Club,2013,7.9,550380,Q3520498,0.0004529126130396,431.0,480.0
tt0327056,Mystic River,2003,7.9,525152,Q221586,0.0042789215059455,432.0,40.0
tt0780536,In Bruges,2008,7.9,495589,Q244931,0.0006733230646979,433.0,424.0
tt2584384,Jojo Rabbit,2019,7.9,490812,Q54862508,0.0014706824996715,434.0,290.0
tt0319061,Big Fish,2003,7.9,478419,Q278997,0.0005808300320679,435.0,448.0
tt6791350,Guardians of the Galaxy Vol. 3,2023,7.9,476812,Q29226331,0.0011479250096562,436.0,335.0
tt12361974,Zack Snyder's Justice League,2021,7.9,476022,Q94998134,0.0007829065305158,437.0,398.0
tt0083866,E.T. the Extra-Terrestrial,1982,7.9,473773,Q11621,0.0069519145364293,438.0,2.0
tt0166924,Mulholland Drive,2001,7.9,430664,Q272608,0.0032828814222209,439.0,85.0
tt0107688,The Nightmare Before Christmas,1993,7.9,413118,Q322328,0.0015950360730699,440.0,264.0
tt1065073,Boyhood,2014,7.9,382675,Q4103201,0.0061864625204333,441.0,4.0
tt7653254,Marriage Story,2019,7.9,373342,Q48671199,0.0009256069262847,442.0,367.0
tt0472043,Apocalypto,2006,7.9,361364,Q188035,0.0005901987465685,443.0,445.0
tt1125849,The Wrestler,2008,7.9,331830,Q139326,0.0018404251139006,444.0,228.0
tt0181875,Almost Famous,2000,7.9,315984,Q726294,0.002338631440669,445.0,165.0
tt0118749,Boogie Nights,1997,7.9,307666,Q291170,0.0017119633967494,446.0,253.0
tt0432283,Fantastic Mr. Fox,2009,7.9,307613,Q465275,0.0018842977401844,447.0,220.0
tt0190332,"Crouching Tiger, Hidden Dragon",2000,7.9,296027,Q273978,0.0066969086648238,448.0,3.0
tt0075686,Annie Hall,1977,7.9,292019,Q233464,0.0035328816550074,449.0,73.0
tt14849194,The Holdovers,2023,7.9,271252,Q112114745,0.0022486819318369,450.0,176.0
tt0108399,True Romance,1993,7.9,261909,Q1127709,0.0009176647713638,451.0,370.0
tt0058461,A Fistful of Dollars,1964,7.9,254883,Q76479,0.000892413612005,452.0,377.0
tt0106519,Carlito's Way,1993,7.9,249199,Q939176,0.0006430524765334,453.0,434.0
tt37287335,Obsession,2025,7.9,234182,Q136163067,0.0004529126130396,454.0,481.0
tt3915174,Puss in Boots: The Last Wish,2022,7.9,227996,Q31271384,0.0007645644407389,455.0,403.0
tt2543472,Wonder,2017,7.9,197943,Q27958394,0.0006971980205122,456.0,420.0
tt0299977,Hero,2002,7.9,194781,Q260379,0.0012616433556934,457.0,316.0
tt2209418,Before Midnight,2013,7.9,187078,Q2909183,0.0010687097424441,458.0,343.0
tt0113568,Ghost in the Shell,1995,7.9,175161,Q1066948,0.0007345170045533,459.0,414.0
tt0033870,The Maltese Falcon,1941,7.9,174720,Q221462,0.0006441947156019,460.0,432.0
tt0040746,Rope,1948,7.9,165730,Q109564,0.0013284467384305,461.0,308.0
tt0088258,This Is Spinal Tap,1984,7.9,160937,Q7810384,0.0007489901939592,462.0,406.0
tt0310793,Bowling for Columbine,2002,7.9,152450,Q165394,0.0025733986437637,463.0,141.0
tt0054331,Spartacus,1960,7.9,151619,Q108297,0.0028442729939924,464.0,115.0
tt0044079,Strangers on a Train,1951,7.9,148444,Q499639,0.001446557754495,465.0,294.0
tt2265171,The Raid 2,2014,7.9,139800,Q13385946,0.0006980575966344,466.0,419.0
tt0074119,All the President's Men,1976,7.9,138462,Q466781,0.0028136787306241,467.0,120.0
tt0097216,Do the Right Thing,1989,7.9,125255,Q1141252,0.0019571293915481,468.0,213.0
tt0168629,Dancer in the Dark,2000,7.9,124547,Q110365,0.0031117505856447,469.0,98.0
tt1188996,My Name Is Khan,2010,7.9,123645,Q330663,0.0007784828063576,470.0,399.0
tt0287467,Talk to Her,2002,7.9,120834,Q478780,0.0018007374414833,471.0,239.0
tt0044081,A Streetcar Named Desire,1951,7.9,119131,Q212129,0.0014940646951579,472.0,281.0
tt0044706,High Noon,1952,7.9,116877,Q245208,0.0018535880393588,473.0,223.0
tt0052311,Touch of Evil,1958,7.9,115103,Q778161,0.0008513352127375,474.0,386.0
tt0066206,Patton,1970,7.9,113577,Q217220,0.0028372321167845,475.0,117.0
tt0038787,Notorious,1946,7.9,112954,Q587419,0.0013284467384305,476.0,309.0
tt0109424,Chungking Express,1994,7.9,112420,Q766263,0.0007451496911869,477.0,408.0
tt1602620,Amour,2012,7.9,110930,Q637820,0.0050696095595381,478.0,20.0
tt27503384,Perfect Days,2023,7.9,108385,Q117663112,0.0008285064871747,479.0,393.0
tt3544112,Sing Street,2016,7.9,108353,Q21819857,0.0004529126130396,480.0,482.0
tt0049406,The Killing,1956,7.9,106243,Q592072,0.0011208708856584,481.0,339.0
tt0069293,Solaris,1972,7.9,104560,Q125772,0.0018473100183094,482.0,224.0
